time,open,high,low,close
2021-01-01T00:00:00Z,28924.9,29023.3,28687.1,28990.9
2021-01-01T01:00:00Z,28990.9,29469.5,28958.5,29407
2021-01-01T02:00:00Z,29408.9,29462,29125.2,29191.3
2021-01-01T03:00:00Z,29192.9,29346.4,29152,29279.5
2021-01-01T04:00:00Z,29279.6,29380.4,29058.2,29222.7
2021-01-01T05:00:00Z,29222.6,29237.5,29100.4,29181.1
2021-01-01T06:00:00Z,29185.3,29258.2,29090.9,29169.9
2021-01-01T07:00:00Z,29170,29186.3,28800,29095.4
2021-01-01T08:00:00Z,29095.4,29177.5,28882.9,29000.2
2021-01-01T09:00:00Z,29000.1,29308.9,28971.4,29199.3
2021-01-01T10:00:00Z,29199.3,29350,29164.6,29222.1
2021-01-01T11:00:00Z,29230.4,29411.8,29220.6,29312.7
2021-01-01T12:00:00Z,29312.7,29607.1,29155.2,29233.6
2021-01-01T13:00:00Z,29233.6,29466.3,29207,29460.7
2021-01-01T14:00:00Z,29460.7,29531.1,29280.7,29330.3
2021-01-01T15:00:00Z,29330.3,29389.9,29034.4,29195.9
2021-01-01T16:00:00Z,29196,29358,29131.4,29302
2021-01-01T17:00:00Z,29302,29338.3,28941.5,29078.1
2021-01-01T18:00:00Z,29078.1,29258.6,28633,29070.9
2021-01-01T19:00:00Z,29070.9,29120,28960,29035.4
2021-01-01T20:00:00Z,29035.5,29275.4,28890.7,29206.5
2021-01-01T21:00:00Z,29203.7,29286.1,29149,29172.6
2021-01-01T22:00:00Z,29172.7,29327,29115,29266.8
2021-01-01T23:00:00Z,29266.8,29333.2,29233.9,29333.2
2021-01-02T00:00:00Z,29333.2,29333.4,28949.2,29195
2021-01-02T01:00:00Z,29195,29405,29099.7,29361.6
2021-01-02T02:00:00Z,29361.6,29464.6,29326,29326.9
2021-01-02T03:00:00Z,29326.7,29380,29260,29347.9
2021-01-02T04:00:00Z,29348,29391.8,29225.2,29356.9
2021-01-02T05:00:00Z,29353.2,29595.7,29353.2,29595.4
2021-01-02T06:00:00Z,29597.1,29749.9,29468.9,29709.4
2021-01-02T07:00:00Z,29709.5,29816.2,29642.6,29753.8
2021-01-02T08:00:00Z,29753.8,29844.4,29643.5,29837.2
2021-01-02T09:00:00Z,29837.2,29899,29571.9,29612.8
2021-01-02T10:00:00Z,29612.7,29824.8,29473.5,29678
2021-01-02T11:00:00Z,29678.3,29774.5,29636.2,29760.4
2021-01-02T12:00:00Z,29756.4,30881,29744.2,30605.9
2021-01-02T13:00:00Z,30605.9,31530.6,30525.5,31530.6
2021-01-02T14:00:00Z,31531.4,31556,31074,31292.8
2021-01-02T15:00:00Z,31290.1,31818.9,31244.8,31701.9
2021-01-02T16:00:00Z,31704.3,33032,31703.2,32480.9
2021-01-02T17:00:00Z,32472.2,32968,32400,32859.2
2021-01-02T18:00:00Z,32859.1,33286.8,32449.5,32989.1
2021-01-02T19:00:00Z,32996.4,33217.8,30669.6,33007.6
2021-01-02T20:00:00Z,33011.8,33042,30650.4,30671.1
2021-01-02T21:00:00Z,30685.2,31918.3,30300,31698.3
2021-01-02T22:00:00Z,31699.6,32292.3,31403.5,32150
2021-01-02T23:00:00Z,32150,32240,31629.5,32185.4
2021-01-03T00:00:00Z,32181.3,32489.2,31960,32445
2021-01-03T01:00:00Z,32445,32803.9,31500,32590.6
2021-01-03T02:00:00Z,32564.4,32890.4,32564.4,32737
2021-01-03T03:00:00Z,32737,32749.5,32427.7,32575.8
2021-01-03T04:00:00Z,32575.8,33249.9,32458.9,33206.5
2021-01-03T05:00:00Z,33196.6,34170.8,33121.5,33742.2
2021-01-03T06:00:00Z,33750,34097.6,33406,33965.9
2021-01-03T07:00:00Z,33966,34766,33755.7,34443.9
2021-01-03T08:00:00Z,34443.9,34657,33320.8,34370.9
2021-01-03T09:00:00Z,34370.8,34569.6,33816.8,34185.4
2021-01-03T10:00:00Z,34187.3,34345.8,33457.1,33879.1
2021-01-03T11:00:00Z,33882.4,34427.1,33794.9,34413
2021-01-03T12:00:00Z,34402,34587.6,33924.8,34096.2
2021-01-03T13:00:00Z,34096.2,34366.8,33803.2,33875.4
2021-01-03T14:00:00Z,33876.6,34148.7,33388.4,33820.1
2021-01-03T15:00:00Z,33811.1,33857.9,32564.6,33516.2
2021-01-03T16:00:00Z,33504.3,33835.7,32654.8,32700
2021-01-03T17:00:00Z,32693.2,33241.3,32488.2,32895.9
2021-01-03T18:00:00Z,32909.6,33024.3,32218.6,32776
2021-01-03T19:00:00Z,32776,32927.8,32467.8,32780
2021-01-03T20:00:00Z,32780,33811.6,32740.5,33722.5
2021-01-03T21:00:00Z,33722.5,33855.9,33522.7,33566.8
2021-01-03T22:00:00Z,33566.8,33640.6,33000,33122.7
2021-01-03T23:00:00Z,33122.7,33599.5,32668.2,33000.4
2021-01-04T00:00:00Z,33005.9,33103.1,32407.8,32842.4
2021-01-04T01:00:00Z,32843.6,33318.4,32572.3,33195.3
2021-01-04T02:00:00Z,33195.2,33577.2,32923.5,33459.9
2021-01-04T03:00:00Z,33457.2,33505.7,33160.1,33505.5
2021-01-04T04:00:00Z,33505.5,33600.2,33087.3,33256.1
2021-01-04T05:00:00Z,33256.1,33306.4,32775.2,32822.1
2021-01-04T06:00:00Z,32814.8,33357.1,32814.8,33110.1
2021-01-04T07:00:00Z,33104,33155.2,31672.8,32093.4
2021-01-04T08:00:00Z,32093.8,32571.3,31263.2,32052.1
2021-01-04T09:00:00Z,32049.3,32145.1,30300.9,31053.6
2021-01-04T10:00:00Z,31038.2,31238,27500,30267.7
2021-01-04T11:00:00Z,30267.7,30874.8,29313.2,30740.3
2021-01-04T12:00:00Z,30740.3,31414.2,30442.1,31218.5
2021-01-04T13:00:00Z,31218.5,31400,30601.7,31400
2021-01-04T14:00:00Z,31400.7,32133,31400.7,32108.6
2021-01-04T15:00:00Z,32108.7,32175.7,31558.5,31739.3
2021-01-04T16:00:00Z,31739.2,31899.2,30700,31315.5
2021-01-04T17:00:00Z,31315.7,31513.1,30606.9,31015.8
2021-01-04T18:00:00Z,31011.3,31457.3,31003.1,31157.7
2021-01-04T19:00:00Z,31157.8,31865.8,31106.8,31667
2021-01-04T20:00:00Z,31668.5,31834.4,31210.1,31247
2021-01-04T21:00:00Z,31245.6,31571.4,30869.4,31012.9
2021-01-04T22:00:00Z,31011.8,31471.9,30958.3,31331.8
2021-01-04T23:00:00Z,31331.8,32021.7,31158,31993
2021-01-05T00:00:00Z,31993.1,32838.5,31993.1,32427.1
2021-01-05T01:00:00Z,32432,32788.5,32255,32785.5
2021-01-05T02:00:00Z,32785.6,32816.4,32230.9,32308.7
2021-01-05T03:00:00Z,32308.7,32527.9,31032,31175.2
2021-01-05T04:00:00Z,31181.6,31540,30429.7,30863.9
2021-01-05T05:00:00Z,30863.9,31359.9,29806.1,30431.8
2021-01-05T06:00:00Z,30435,31261.7,29891.7,31124
2021-01-05T07:00:00Z,31124,31308.1,30759.7,30831.8
2021-01-05T08:00:00Z,30813.4,31511.7,30813.4,31197.4
2021-01-05T09:00:00Z,31197.4,31807.9,31174.9,31576.4
2021-01-05T10:00:00Z,31571.8,31682.4,31091.8,31342.3
2021-01-05T11:00:00Z,31344.8,31777.1,31286,31776.5
2021-01-05T12:00:00Z,31776.6,32055,31571.3,31584.8
2021-01-05T13:00:00Z,31584.8,31888.5,31431.6,31453.6
2021-01-05T14:00:00Z,31461.5,32374.6,31117,32363.9
2021-01-05T15:00:00Z,32343.9,32364.2,31927.7,32099.1
2021-01-05T16:00:00Z,32094.6,32679.7,31777,32453.5
2021-01-05T17:00:00Z,32469.6,32787.5,32259.1,32741.8
2021-01-05T18:00:00Z,32741.9,33432,32658.6,33370
2021-01-05T19:00:00Z,33379.5,34169.8,33090.7,33704.4
2021-01-05T20:00:00Z,33700.2,34040.8,33362.8,33973.2
2021-01-05T21:00:00Z,33971.5,33989.8,33490,33699.5
